,student_id,avg_time,taken_quiz,exam_quiz,hub_quiz,purchased
4818,268393,0.8749999999999999,1,0,0,0
4819,268395,8.2,0,0,0,0
4820,268396,3.0,0,0,0,0
4821,268398,10.399999999999999,1,0,0,0
4822,268399,0.6,0,0,0,0
4823,268401,5.7,0,0,0,0
4824,268402,10.3,0,0,0,0
4825,268403,4.1,0,0,0,0
4826,268405,0.1,0,0,0,0
4827,268406,1.2,0,0,0,0
4828,268408,35.4,1,1,0,1
4829,268409,57.07333333333334,1,1,0,1
4830,268410,27.946428571428573,1,1,0,1
4831,268411,1.2,0,0,0,0
4832,268412,51.099999999999994,1,1,0,1
4833,268414,3.9,0,0,0,0
4834,268419,34.4,1,0,0,0
4835,268420,26.95333333333333,1,0,1,1
4836,268426,28.55,1,0,0,0
4837,268427,10.4,1,0,0,0
4838,268428,4.5,0,0,0,0
4839,268429,0.3,0,0,0,0
4840,268430,5.0,1,0,0,0
4841,268431,0.5,0,0,0,0
4842,268432,1.7,0,0,0,0
4843,268434,33.4,1,0,0,0
4844,268435,26.599999999999998,1,1,0,0
4845,268436,25.9,0,0,0,0
4846,268437,0.3,0,0,0,0
4847,268440,11.5,0,1,0,0
4848,268443,39.43333333333333,1,0,0,0
4849,268444,22.76666666666667,1,1,0,0
4850,268446,1.1,0,0,0,0
4851,268448,9.7,0,0,0,0
4852,268450,5.2,1,0,0,0
4853,268454,0.1,0,0,0,0
4854,268456,31.4,1,0,0,0
4855,268457,0.6,0,0,0,0
4856,268460,22.55,1,0,0,0
4857,268462,7.7,1,0,0,0
4858,268465,19.729411764705883,1,1,0,1
4859,268471,10.850000000000001,0,0,0,0
4860,268472,7.6,0,0,0,0
4861,268473,38.24102564102564,1,1,0,1
4862,268474,2.3,0,0,0,0
4863,268478,0.2,0,0,0,0
4864,268479,2.6,1,1,0,0
4865,268480,19.1,0,0,0,1
4866,268482,0.9,0,0,0,0
4867,268483,20.85,1,0,0,0
4868,268485,351.55,1,1,0,0
4869,268488,22.2,1,1,0,0
4870,268489,1.8,0,0,0,0
4871,268492,0.1,0,0,0,0
4872,268493,26.5,1,0,0,0
4873,268495,6.0,1,0,0,0
4874,268497,37.6,1,0,0,0
4875,268499,5.1,0,0,0,0
4876,268501,7.800000000000001,1,0,0,0
4877,268502,4.0,0,0,0,0
4878,268505,0.1,0,0,0,0
4879,268506,1.5,0,0,0,0
4880,268508,24.25,1,0,0,0
4881,268509,1.5,0,0,0,0
4882,268510,17.810000000000002,1,1,1,1
4883,268511,45.333333333333336,1,1,0,1
4884,268512,0.1,0,0,0,0
4885,268514,1.7,0,0,0,0
4886,268516,47.85937500000001,1,1,1,1
4887,268517,3.0,0,0,0,0
4888,268521,0.5,0,0,0,0
4889,268524,4.8,0,0,0,0
4890,268527,23.083333333333332,1,1,0,1
4891,268528,14.875,0,0,0,0
4892,268529,54.46666666666667,1,1,0,1
4893,268531,0.3,0,0,0,0
4894,268536,30.25,1,0,0,0
4895,268538,0.3,0,0,0,0
4896,268540,2.2,0,0,0,0
4897,268541,0.3,0,0,0,0
4898,268542,1.1,0,0,0,0
4899,268543,0.2,0,0,0,0
4900,268545,30.640000000000004,0,0,0,1
4901,268546,2.0,0,0,0,0
4902,268550,8.5,1,0,0,0
4903,268551,15.450000000000001,0,0,0,0
4904,268553,17.345454545454544,1,1,0,1
4905,268554,3.5,0,0,0,0
4906,268555,22.25,1,0,0,0
4907,268556,43.036,1,1,0,1
4908,268557,7.3,0,0,0,0
4909,268558,27.12666666666667,1,1,0,1
4910,268559,0.8,0,0,0,0
4911,268562,28.8,0,0,0,0
4912,268563,9.2,1,0,0,0
4913,268564,2.6,0,0,0,0
4914,268565,2.2,0,0,0,0
4915,268566,5.2,0,0,0,0
4916,268567,0.5,0,0,0,0
4917,268569,1.2,0,0,0,0
4918,268572,6.475,1,0,0,1
4919,268574,0.2,0,0,0,1
4920,268576,0.7,0,0,0,0
4921,268577,3.7,0,0,0,0
4922,268578,1.0,0,0,0,0
4923,268579,0.2,0,0,0,0
4924,268580,7.4,0,0,0,0
4925,268582,1.1,0,0,0,0
4926,268584,20.138235294117656,1,1,0,1
4927,268587,4.5,0,0,0,0
4928,268588,0.3,0,0,0,0
4929,268591,13.100000000000001,1,0,0,0
4930,268592,3.1,0,0,0,0
4931,268593,0.1,0,0,0,0
4932,268598,11.8,1,0,0,0
4933,268599,7.3,0,0,0,0
4934,268600,25.6,1,1,0,1
4935,268603,5.5,0,0,0,0
4936,268604,1.2,0,0,0,0
4937,268605,6.6,0,0,0,0
4938,268607,4.0,0,0,0,0
4939,268608,18.1,0,0,0,0
4940,268611,15.35,1,0,0,0
4941,268613,1.3,1,0,1,0
4942,268616,0.2,0,0,0,0
4943,268618,60.36666666666666,1,1,0,1
4944,268619,22.8,1,0,0,0
4945,268620,9.066666666666668,1,0,0,0
4946,268621,13.919999999999998,1,0,0,0
4947,268622,1.55,0,0,0,0
4948,268623,0.8,0,0,0,0
4949,268625,9.6,0,0,0,0
4950,268626,0.3,0,0,0,0
4951,268630,1.5,0,0,0,0
4952,268632,7.7,0,0,0,0
4953,268637,0.1,0,0,0,0
4954,268638,0.1,0,0,0,0
4955,268639,2.1,0,0,0,0
4956,268641,50.98571428571428,0,0,0,1
4957,268643,24.176923076923078,0,1,0,1
4958,268644,14.100000000000001,0,0,0,0
4959,268645,17.933333333333334,1,1,0,0
4960,268647,0.4714285714285715,0,0,0,1
4961,268648,1.6,0,0,0,0
4962,268649,0.4,0,0,0,0
4963,268652,1.8833333333333335,1,0,0,0
4964,268654,1.5,0,0,0,0
4965,268655,3.55,1,0,0,0
4966,268656,14.3,1,0,0,0
4967,268658,5.1,0,0,0,0
4968,268659,0.8000000000000002,0,0,0,0
4969,268660,46.3,1,1,0,0
4970,268663,7.1,0,0,0,0
4971,268665,16.4,1,0,0,0
4972,268667,0.7,0,0,0,0
4973,268669,1.85,0,0,0,0
4974,268670,17.4,1,1,0,0
4975,268672,4.1,0,0,0,0
4976,268678,13.339999999999998,1,0,0,0
4977,268679,10.166666666666666,1,0,0,0
4978,268681,124.275,1,1,0,0
4979,268682,5.64,1,0,0,0
4980,268684,6.5,0,0,0,0
4981,268685,9.02,1,1,0,0
4982,268687,5.3,0,0,0,0
4983,268688,0.7,0,0,0,0
4984,268689,3.2,0,0,0,0
4985,268690,0.3,0,0,0,0
4986,268693,0.4,0,0,0,0
4987,268694,0.35,0,0,0,0
4988,268695,0.6,0,0,0,0
4989,268696,0.6,0,0,0,0
4990,268697,42.266666666666666,1,1,0,0
4991,268701,28.75,1,1,0,0
4992,268704,0.6,0,0,0,0
4993,268705,1.0,0,0,0,0
4994,268706,21.619999999999997,1,1,0,1
4995,268709,3.7000000000000006,1,0,0,0
4996,268712,0.1,0,0,0,0
4997,268713,16.2,1,0,0,0
4998,268714,37.91875000000001,1,1,0,1
4999,268715,22.1,1,1,0,1
5000,268716,5.466666666666666,0,0,0,0
5001,268718,21.706250000000004,1,1,1,1
5002,268719,7.599999999999999,1,0,0,0
5003,268720,1.1,0,0,0,0
5004,268721,27.4,1,1,0,0
5005,268722,0.1,0,0,0,0
5006,268727,123.05000000000001,1,1,0,0
5007,268728,5.25,1,0,0,0
5008,268732,8.633333333333333,0,0,0,1
5009,268734,0.8,0,0,0,0
5010,268735,1.1,1,0,0,0
5011,268736,13.466666666666667,1,0,0,1
5012,268737,2.1,0,0,0,0
5013,268740,6.6,1,0,0,0
5014,268742,8.942857142857143,1,0,0,1
5015,268743,0.1,0,0,0,0
5016,268744,36.6,0,0,0,0
5017,268745,0.2,0,0,0,0
5018,268746,15.149999999999999,1,0,0,0
5019,268747,45.5,1,1,0,0
5020,268749,0.8,0,0,0,0
5021,268751,17.6,1,0,0,0
5022,268752,0.1,0,0,0,0
5023,268753,7.7,0,0,0,0
5024,268757,0.4,0,0,0,0
5025,268758,5.966666666666666,1,0,0,0
5026,268759,34.9,0,1,0,0
5027,268761,3.05,1,0,0,0
5028,268764,36.36351351351351,1,1,0,1
5029,268765,48.76666666666667,1,1,0,0
5030,268768,49.51,1,1,0,1
5031,268770,0.3,0,0,0,0
5032,268773,84.4,1,0,0,0
5033,268775,5.8,0,0,0,0
5034,268776,1.2,0,0,0,0
5035,268779,31.675,1,1,0,1
5036,268783,7.0,1,0,0,0
5037,268785,1.85,0,0,0,0
5038,268786,2.2,0,0,0,0
5039,268787,4.55,1,0,0,0
5040,268789,0.2,0,0,0,0
5041,268790,1.0,0,0,0,0
5042,268791,2.6,0,0,0,0
5043,268792,22.2,1,1,0,1
5044,268794,1.4,0,0,0,0
5045,268796,82.27777777777777,1,1,0,1
5046,268797,3.0,1,0,0,0
5047,268798,1.4,0,0,0,0
5048,268800,40.49130434782609,1,1,0,1
5049,268802,2.9,0,0,0,0
5050,268803,10.416666666666666,1,0,0,0
5051,268805,67.4,1,1,0,1
5052,268806,3.5,1,0,0,0
5053,268811,21.416666666666675,1,1,0,1
5054,268812,17.6,0,0,0,0
5055,268814,2.825,1,0,0,0
5056,268816,18.225,1,1,0,0
5057,268817,27.299999999999997,1,1,0,1
5058,268818,5.1000000000000005,1,0,0,0
5059,268820,8.1,1,0,0,0
5060,268821,1.8,0,0,0,0
5061,268822,11.2,1,0,0,0
5062,268823,3.0,0,0,0,0
5063,268824,0.5,1,0,0,0
5064,268825,56.687037037037015,1,1,0,1
5065,268827,22.021951219512193,1,1,0,1
5066,268828,0.1,0,0,0,0
5067,268829,0.8,0,0,0,0
5068,268830,21.1625,0,1,0,1
5069,268831,5.7,0,0,0,0
5070,268832,10.7,0,0,0,0
5071,268835,1.2,0,0,0,0
5072,268838,0.6,0,0,0,0
5073,268839,2.0,0,0,0,0
5074,268840,9.25,1,1,0,0
5075,268843,0.4,0,0,0,0
5076,268846,0.1,0,0,0,0
5077,268847,0.3,0,0,0,0
5078,268849,20.6,1,0,0,0
5079,268850,1.5,0,0,0,0
5080,268851,3.1,0,0,0,0
5081,268854,17.9,1,0,0,0
5082,268855,6.5,0,0,0,0
5083,268856,13.1,0,0,0,0
5084,268857,8.066666666666665,1,0,0,1
5085,268858,41.0,1,0,0,0
5086,268859,1.0,0,0,0,0
5087,268863,26.70952380952381,1,1,0,1
5088,268866,69.34285714285714,1,1,0,1
5089,268869,25.6,0,1,0,0
5090,268870,10.0,0,0,0,0
5091,268872,55.7,1,0,0,0
5092,268874,14.959999999999999,0,1,0,0
5093,268876,7.7,1,0,0,1
5094,268877,11.2,1,0,0,1
5095,268880,9.0,1,0,0,0
5096,268883,8.504761904761903,0,0,0,1
5097,268885,5.5,0,0,0,0
5098,268891,0.2,0,0,0,0
5099,268892,28.95714285714286,1,1,0,1
5100,268893,0.2,1,0,0,0
5101,268895,10.7,1,0,0,0
5102,268896,12.844444444444443,1,1,0,0
5103,268897,3.1,0,0,0,1
5104,268898,58.8,0,0,0,0
5105,268901,16.6,0,0,0,0
5106,268902,1.2,0,0,0,0
5107,268903,24.71818181818181,1,1,0,1
5108,268906,4.1,0,0,0,0
5109,268907,18.866666666666664,1,0,0,0
5110,268908,5.1,1,0,0,1
5111,268910,0.3,0,0,0,0
5112,268911,41.1,0,0,0,0
5113,268912,19.1,0,0,0,0
5114,268913,4.5,1,0,0,0
5115,268914,18.4,1,0,0,0
5116,268915,35.980000000000004,1,1,0,1
5117,268916,14.633333333333333,1,0,0,0
5118,268917,12.4,0,0,0,0
5119,268919,6.6,1,0,0,0
5120,268920,2.5,0,0,0,0
5121,268921,14.9,1,0,0,0
5122,268922,18.177358490566036,1,0,1,1
5123,268923,38.04166666666667,1,1,0,1
5124,268924,0.8,0,0,0,0
5125,268925,2.2,0,0,0,0
5126,268926,56.19586776859505,1,1,1,1
5127,268929,37.75,1,1,0,1
5128,268930,2.0,0,0,0,0
5129,268933,0.3,0,0,0,0
5130,268936,29.3,1,0,0,0
5131,268938,0.4,0,0,0,0
5132,268940,101.03,1,1,0,1
5133,268941,8.6,0,0,0,0
5134,268943,0.6,1,0,0,0
5135,268944,9.3,1,0,0,0
5136,268947,14.0,1,1,0,0
5137,268953,0.4,0,0,0,0
5138,268955,45.1,1,0,0,0
5139,268957,15.649999999999999,1,0,0,0
5140,268960,25.63333333333333,1,1,0,0
5141,268962,51.769565217391296,1,1,0,1
5142,268963,0.2,1,0,0,0
5143,268965,1.5,0,0,0,0
5144,268966,0.7,0,0,0,0
5145,268967,0.5,0,0,0,0
5146,268969,2.6,0,0,0,0
5147,268973,0.1,0,0,0,0
5148,268974,0.7,0,0,0,0
5149,268977,2.0,0,0,0,0
5150,268978,53.83392857142856,1,1,1,1
5151,268980,0.1,0,0,0,0
5152,268984,17.8,1,1,0,0
5153,268985,26.810909090909092,1,1,1,1
5154,268986,5.3,0,0,0,0
5155,268989,47.53023255813955,1,1,0,1
5156,268990,34.29753086419753,1,1,1,1
5157,268992,2.5799999999999996,1,0,0,0
5158,268993,3.1,0,0,0,0
5159,268994,33.36666666666667,0,0,0,0
5160,268995,1.8,0,0,0,0
5161,268997,4.2,0,0,0,0
5162,268998,0.9,0,0,0,0
5163,269000,35.861111111111114,1,1,0,1
5164,269001,13.1,0,0,0,0
5165,269003,47.9,1,1,0,0
5166,269004,0.3,0,0,0,0
5167,269006,20.0,1,0,0,0
5168,269008,6.25,0,0,0,0
5169,269009,2.7,0,0,0,0
5170,269010,55.75,1,1,0,1
5171,269012,9.9,1,0,0,1
5172,269013,29.000000000000004,1,1,1,1
5173,269016,11.666666666666664,1,1,0,1
5174,269018,1.1,0,0,0,0
5175,269020,26.07,1,1,0,1
5176,269023,23.400000000000002,1,0,0,0
5177,269028,13.1,1,0,0,0
5178,269029,7.449999999999999,0,1,0,0
5179,269030,19.54,1,1,0,1
5180,269031,1.2,0,0,0,0
5181,269036,56.7,1,1,0,1
5182,269038,10.799999999999999,1,1,0,1
5183,269040,81.71794871794872,1,1,1,1
5184,269041,1.8333333333333333,0,1,0,0
5185,269043,12.0,1,0,0,0
5186,269045,6.5,0,0,0,0
5187,269047,58.875,1,1,0,1
5188,269049,3.15,1,0,0,0
5189,269050,25.338461538461544,1,1,0,1
5190,269054,19.620289855072468,1,1,0,1
5191,269055,2.0,0,0,0,0
5192,269059,0.1,0,0,0,0
5193,269062,18.7,1,0,0,0
5194,269064,47.07894736842106,1,0,0,1
5195,269065,2.1,0,1,0,0
5196,269066,93.4,1,1,0,1
5197,269068,32.875,1,0,0,1
5198,269070,58.39999999999999,1,1,0,1
5199,269071,0.2,0,0,0,0
5200,269073,2.3,0,0,0,0
5201,269074,25.7,1,0,0,0
5202,269078,4.2,1,0,0,0
5203,269080,1.3,0,0,0,0
5204,269085,0.5,0,0,0,0
5205,269088,1.1,0,1,0,0
5206,269089,60.3,1,0,0,0
5207,269090,7.6,0,1,0,0
5208,269091,1.1,0,0,0,0
5209,269092,11.15,1,0,0,0
5210,269094,14.8,1,0,0,0
5211,269095,26.7,1,0,0,0
5212,269096,11.9,1,0,0,0
5213,269097,7.0,0,0,0,0
5214,269099,8.440000000000001,1,0,0,0
5215,269101,2.2,0,0,0,0
5216,269103,0.2,0,0,0,0
5217,269105,1.5,0,0,0,0
5218,269106,12.1,1,0,0,0
5219,269107,0.3,0,0,0,0
5220,269109,1.05,0,0,0,0
5221,269110,46.05,1,1,0,1
5222,269112,12.0,0,0,0,0
5223,269113,18.0,1,0,0,0
5224,269114,1.1,0,0,0,0
5225,269115,6.7,1,0,0,0
5226,269116,15.5,1,0,0,0
5227,269117,0.5,0,0,0,0
5228,269119,4.725,1,0,0,0
5229,269120,2.3,0,0,0,1
5230,269121,6.3,0,0,0,0
5231,269122,0.3,0,0,0,0
5232,269123,39.6,1,0,0,0
5233,269126,22.933333333333334,1,1,0,0
5234,269130,14.754545454545456,1,1,0,1
5235,269133,0.1,0,0,0,0
5236,269135,10.08,1,0,0,0
5237,269137,14.833333333333334,0,0,0,0
5238,269139,34.7,1,0,0,0
5239,269141,0.4,0,0,0,0
5240,269142,5.0,0,0,0,0
5241,269143,19.75,1,0,0,0
5242,269144,7.5,0,0,0,0
5243,269148,2.2,0,0,0,0
5244,269151,4.4,0,0,0,0
5245,269153,4.3,0,0,0,0
5246,269156,20.6,1,0,0,0
5247,269157,5.4,0,0,0,0
5248,269158,0.4,0,0,0,0
5249,269159,0.6,0,0,0,0
5250,269160,6.5,0,0,0,0
5251,269164,6.2,0,0,0,0
5252,269167,17.85,1,0,0,0
5253,269168,0.1,0,0,0,0
5254,269169,13.3,1,0,0,0
5255,269170,0.6,0,0,0,0
5256,269171,0.4,0,0,0,0
5257,269172,1.6,0,0,0,0
5258,269174,5.0,0,0,0,1
5259,269178,8.872727272727273,0,0,0,0
5260,269179,37.9,0,0,0,0
5261,269180,0.3,0,0,0,0
5262,269181,0.2,0,0,0,0
5263,269183,6.35,0,0,0,0
5264,269186,23.650000000000002,1,1,0,0
5265,269187,0.1,0,0,0,0
5266,269188,5.125000000000001,1,1,0,1
5267,269189,1.5,0,0,0,0
5268,269190,0.1,0,0,0,0
5269,269191,3.6333333333333333,1,0,0,0
5270,269196,11.7,0,0,0,0
5271,269198,35.3,0,1,0,0
5272,269199,0.8,0,0,0,0
5273,269200,2.9,0,0,0,0
5274,269202,5.7,0,0,0,0
5275,269203,13.375,1,1,0,0
5276,269204,49.1766233766234,1,1,1,1
5277,269207,1.2,0,0,0,0
5278,269208,27.1,1,0,0,0
5279,269209,13.200000000000001,1,0,0,0
5280,269210,4.2,0,0,0,0
5281,269211,1.4,0,0,0,0
5282,269214,1.0,0,0,0,0
5283,269215,0.2,0,0,0,0
5284,269216,8.8,1,0,0,0
5285,269217,3.066666666666667,0,0,0,0
5286,269218,45.1,1,0,0,0
5287,269219,0.1,0,0,0,0
5288,269220,11.905,1,1,0,1
5289,269225,16.05,1,0,0,0
5290,269229,0.2,0,0,0,0
5291,269230,27.479999999999997,1,1,0,0
5292,269231,1.15,0,0,0,0
5293,269238,1.5,0,0,0,0
5294,269239,16.150000000000002,1,1,0,0
5295,269240,2.4,0,0,0,0
5296,269241,0.4,0,0,0,0
5297,269244,1.2,0,0,0,0
5298,269246,3.25,1,0,0,0
5299,269247,0.5,0,0,0,0
5300,269248,10.8,0,0,0,0
5301,269249,0.8500000000000001,0,0,0,0
5302,269251,0.9,0,0,0,0
5303,269252,0.7,0,0,0,0
5304,269253,7.3,0,0,0,0
5305,269254,0.2,0,0,0,0
5306,269259,0.2,0,0,0,0
5307,269260,58.599999999999994,1,0,0,0
5308,269262,4.95,1,0,0,0
5309,269263,8.0,1,0,0,0
5310,269266,20.1,1,1,0,0
5311,269270,43.3,1,1,0,0
5312,269272,23.2,1,0,0,0
5313,269273,17.1,1,0,0,0
5314,269274,18.35,1,0,0,0
5315,269278,2.3,0,0,0,0
5316,269280,1.4,0,0,0,0
5317,269282,44.7,1,1,0,0
5318,269283,35.1,1,0,0,0
5319,269286,1.2,0,0,0,0
5320,269287,0.4,0,0,0,0
5321,269288,2.2,0,0,0,0
5322,269289,29.30999999999999,1,1,0,1
5323,269290,4.233333333333333,0,0,0,0
5324,269293,1.2,1,0,0,0
5325,269299,1.1,0,0,0,0
5326,269302,0.9,0,0,0,0
5327,269304,2.6999999999999997,0,0,0,0
5328,269305,1.3,0,0,0,0
5329,269312,17.2,0,0,0,0
5330,269314,46.94588235294118,1,1,1,1
5331,269315,8.466666666666667,0,0,0,0
5332,269319,4.0,0,0,0,0
5333,269321,27.40909090909091,1,1,0,1
5334,269328,1.8,0,0,0,0
5335,269330,29.9,0,1,0,0
5336,269335,0.9,0,0,0,0
5337,269336,2.3499999999999996,0,0,0,0
5338,269337,9.8,1,0,0,0
5339,269340,29.9,0,0,0,0
5340,269341,0.1,0,0,0,0
5341,269344,74.14999999999999,1,1,0,0
5342,269346,43.550000000000004,0,0,0,0
5343,269354,0.9,0,0,0,0
5344,269356,4.9,0,0,0,0
5345,269357,1.6,0,0,0,0
5346,269363,44.4,1,0,0,0
5347,269365,4.75,0,0,0,0
5348,269366,0.7,0,0,0,0
5349,269367,19.85,1,0,0,0
5350,269370,2.7,1,0,0,0
5351,269371,1.6,0,0,0,0
5352,269372,9.866666666666667,1,0,0,0
5353,269373,9.525,1,1,1,0
5354,269374,0.6,0,0,0,0
5355,269377,0.8,0,0,0,0
5356,269378,0.4,1,0,0,0
5357,269382,0.5,1,0,0,0
5358,269383,36.4,1,1,0,0
5359,269384,10.1,1,0,0,0
5360,269386,0.9,0,0,0,0
5361,269387,1.8,0,0,0,0
5362,269389,12.9,0,0,0,0
5363,269392,5.080000000000001,1,0,0,0
5364,269393,7.5,1,0,0,0
5365,269396,44.2,1,0,0,0
5366,269400,13.7,1,0,0,0
5367,269404,7.5,1,0,0,0
5368,269409,1.4,1,0,0,0
5369,269411,10.0,1,1,0,0
5370,269414,33.0,0,0,0,0
5371,269415,0.4,0,0,0,0
5372,269416,4.2,0,0,0,0
5373,269417,1.8,0,0,0,0
5374,269421,5.6,0,0,0,0
5375,269422,0.8,0,0,0,0
5376,269430,132.9,1,1,0,0
5377,269434,0.5,0,0,0,0
5378,269435,42.3,1,1,0,0
5379,269438,0.1,0,0,0,0
5380,269439,1.3,0,0,0,0
5381,269446,0.9,0,0,0,0
5382,269449,0.3,0,0,0,0
5383,269450,36.7,0,0,0,0
5384,269454,2.3,0,0,0,0
5385,269455,0.2,0,0,0,0
5386,269457,5.550000000000001,1,0,0,1
5387,269458,25.275000000000002,1,1,0,0
5388,269459,5.7,0,0,0,0
5389,269461,0.1,0,0,0,0
5390,269463,30.2,1,0,0,0
5391,269465,8.55,1,0,0,0
5392,269466,2.95,1,0,0,0
5393,269468,25.733333333333334,1,1,0,0
5394,269470,24.354545454545452,1,1,0,1
5395,269471,1.8,0,0,0,0
5396,269475,35.6,1,0,0,0
5397,269478,11.3,0,0,0,0
5398,269483,2.5500000000000003,0,0,0,0
5399,269484,1.1,0,1,0,0
5400,269485,54.241176470588236,1,1,0,1
5401,269486,6.7,0,0,0,0
5402,269487,4.4,1,0,0,0
5403,269490,4.666666666666667,1,0,0,0
5404,269492,39.24666666666666,1,1,0,1
5405,269496,1.6,0,0,0,0
5406,269498,59.1,1,0,0,0
5407,269501,49.36,1,1,0,1
5408,269502,10.1,1,0,0,0
5409,269505,4.133333333333334,1,0,0,0
5410,269508,0.7,0,0,0,0
5411,269511,11.9,0,0,0,0
5412,269512,4.9,0,0,0,0
5413,269513,2.9,0,0,0,0
5414,269517,0.2,0,0,0,0
5415,269518,43.022641509433974,1,1,0,1
5416,269519,28.604545454545452,1,1,0,1
5417,269520,0.6,0,0,0,0
5418,269522,11.76,0,0,0,0
5419,269526,23.48421052631579,1,1,0,0
5420,269529,74.0,0,0,0,0
5421,269532,8.450000000000001,1,0,0,0
5422,269534,10.366666666666667,1,0,0,1
5423,269535,3.6666666666666665,1,0,0,1
5424,269536,10.1,0,0,0,0
5425,269537,1.5,0,0,0,0
5426,269538,3.3,0,0,0,0
5427,269540,71.37777777777777,1,1,1,1
5428,269541,43.852631578947374,1,1,0,1
5429,269547,0.3,1,0,0,0
5430,269548,9.5,0,0,0,0
5431,269549,17.517999999999997,1,1,0,1
5432,269550,6.5,1,0,0,0
5433,269552,0.2,0,0,0,0
5434,269553,45.2,1,1,0,0
5435,269556,0.1,0,0,0,0
5436,269559,11.5,1,0,0,0
5437,269560,13.57777777777778,1,1,0,0
5438,269562,0.2,0,0,0,0
5439,269565,12.800000000000002,1,0,0,0
5440,269569,26.7,1,0,0,0
5441,269570,24.538333333333348,1,1,0,1
5442,269571,0.6,0,0,0,0
5443,269573,10.9,1,0,0,0
5444,269576,32.2,1,0,0,0
5445,269578,17.2,0,0,0,0
5446,269579,19.9,1,0,0,0
5447,269583,19.0,1,0,0,0
5448,269584,0.1,0,0,0,0
5449,269588,0.2,0,0,0,0
5450,269591,0.7,0,0,0,0
5451,269593,12.2,1,0,0,0
5452,269594,36.3,1,1,0,1
5453,269602,18.5,1,0,0,0
5454,269607,21.2,1,0,0,0
5455,269610,21.05,1,1,0,0
5456,269615,0.8,0,0,0,0
5457,269616,34.85,1,1,0,0
5458,269617,29.79285714285714,0,1,0,0
5459,269619,10.85,1,0,0,0
5460,269620,3.3,0,0,0,0
5461,269622,0.3,0,0,0,0
5462,269623,19.5,0,0,0,0
5463,269624,0.4,0,0,0,0
5464,269625,67.5,0,1,0,0
5465,269626,2.7,0,0,0,0
5466,269628,23.45,1,1,0,0
5467,269629,0.3,0,0,0,0
5468,269631,25.700000000000003,1,1,0,0
5469,269633,38.800000000000004,1,0,0,1
5470,269634,4.0,0,0,0,0
5471,269636,12.0,1,1,0,0
5472,269637,0.4,0,0,0,0
5473,269638,14.95,0,0,0,0
5474,269646,27.122222222222224,1,1,0,1
5475,269647,0.1,0,0,0,0
5476,269653,33.61333333333333,1,1,0,1
5477,269658,10.0,1,0,0,0
5478,269660,20.883333333333333,1,0,0,0
5479,269662,38.0,1,1,0,1
5480,269663,0.1,0,0,0,0
5481,269664,17.75,1,0,0,0
5482,269666,14.033333333333333,1,0,0,0
5483,269667,0.1,0,0,0,0
5484,269669,21.6,0,0,0,0
5485,269670,43.64,1,1,0,1
5486,269671,31.046666666666667,1,1,0,1
5487,269674,5.7,0,0,0,0
5488,269676,18.7,1,0,0,0
5489,269680,10.2,1,0,0,0
5490,269683,17.525,1,0,0,0
5491,269686,27.65,1,0,0,0
5492,269687,27.4,0,0,0,0
5493,269690,27.866666666666664,1,1,0,0
5494,269691,15.0,0,0,0,0
5495,269693,0.1,0,0,0,0
5496,269697,10.5,0,0,0,0
5497,269698,23.3,0,0,0,0
5498,269699,16.2,1,0,0,0
5499,269701,13.866666666666667,1,1,0,0
5500,269704,6.5,0,0,0,0
5501,269709,1.1,0,0,0,0
5502,269711,23.875000000000004,1,0,0,0
5503,269712,5.9,1,0,0,0
5504,269716,18.633333333333333,1,0,0,0
5505,269719,6.6,0,1,0,0
5506,269721,9.55,1,0,0,0
5507,269725,4.3,0,0,0,0
5508,269728,0.5,0,0,0,0
5509,269729,4.1,0,0,0,0
5510,269730,3.6999999999999997,1,0,0,0
5511,269732,6.5,0,0,0,0
5512,269733,6.3,0,0,0,0
5513,269734,1.6,0,0,0,0
5514,269736,1.65,0,0,0,0
5515,269738,37.8,0,1,0,0
5516,269739,18.45,1,0,0,0
5517,269741,70.79705882352938,1,1,1,1
5518,269742,4.1,0,0,0,0
5519,269744,45.38,1,1,0,1
5520,269745,20.7,1,1,0,0
5521,269747,39.1,1,0,0,0
5522,269748,13.179999999999998,1,1,0,1
5523,269749,0.3,0,0,0,0
5524,269750,12.1,1,0,0,0
5525,269754,32.35,1,1,0,1
5526,269756,0.1,0,0,0,0
5527,269757,41.75,0,0,0,0
5528,269758,6.933333333333334,0,0,0,0
5529,269761,10.4,1,0,0,0
5530,269768,5.066666666666666,1,0,0,0
5531,269769,19.04375,1,1,0,0
5532,269770,1.3,0,0,0,0
5533,269771,53.84999999999999,1,0,0,1
5534,269772,14.799999999999999,1,1,0,0
5535,269773,21.55,1,1,0,0
5536,269776,6.2,0,0,0,0
5537,269781,2.0,0,1,0,0
5538,269782,0.3,0,0,0,0
5539,269784,5.3999999999999995,0,0,0,0
5540,269786,0.1,0,0,0,0
5541,269789,12.8,1,1,0,0
5542,269792,10.5,1,0,0,0
5543,269793,3.5,0,0,0,0
5544,269796,18.2,1,0,0,1
5545,269800,1.0,0,0,0,0
5546,269803,0.8,0,0,0,0
5547,269805,3.4,1,0,0,0
5548,269806,0.2,0,0,0,0
5549,269807,16.9,1,0,0,0
5550,269808,1.55,0,0,0,0
5551,269812,1.45,1,0,0,0
5552,269813,4.6,0,0,0,0
5553,269815,47.3,1,0,0,0
5554,269816,3.2,0,0,0,0
5555,269818,1.3,0,0,0,0
5556,269819,17.2,1,0,0,0
